customer_id,total_transactions,total_spent,avg_transaction,first_purchase,last_purchase
CS8357,16,579.0,36.19,2011-07-12,2015-03-15
CS7776,19,894.0,47.05,2011-07-24,2014-05-03
CS7330,18,665.0,36.94,2011-08-30,2015-02-17
CS7243,11,493.0,44.82,2011-10-11,2015-02-06
CS8390,7,209.0,29.86,2011-07-09,2014-05-20
CS7270,19,894.0,47.05,2011-05-17,2015-01-24
CS7219,13,555.0,42.69,2011-11-24,2015-03-12
CS8187,18,753.0,41.83,2011-05-21,2015-01-20
CS7721,18,919.0,51.06,2011-06-07,2015-01-31
CS7934,9,327.0,36.33,2011-06-22,2015-01-23
CS7815,8,366.0,45.75,2011-05-26,2015-02-05
CS8507,13,681.0,52.38,2011-12-05,2014-08-16
CS8881,15,615.0,41.0,2011-07-18,2014-09-19
CS8049,13,701.0,53.92,2011-05-29,2014-11-12
CS8832,14,612.0,43.71,2011-05-23,2015-02-06
CS8289,11,490.0,44.55,2012-03-13,2014-10-08
CS8597,16,784.0,49.0,2011-08-20,2014-03-23
CS8066,13,545.0,41.92,2011-07-15,2014-10-23
CS8234,5,157.0,31.4,2013-04-15,2014-12-21
CS7969,21,891.0,42.43,2011-11-12,2015-02-04
CS8493,16,678.0,42.38,2011-07-16,2015-02-04
CS7678,15,601.0,40.07,2011-08-10,2014-12-31
CS7472,16,866.0,54.13,2011-06-03,2015-03-08
CS8352,15,654.0,43.6,2011-07-17,2014-10-06
CS7499,18,791.0,43.94,2011-08-09,2015-01-30
CS7961,11,553.0,50.27,2011-07-19,2014-10-24
CS7707,14,652.0,46.57,2011-09-03,2014-11-29
CS7275,10,480.0,48.0,2011-12-28,2014-12-06
CS8720,13,598.0,46.0,2011-08-28,2014-08-04
CS7475,11,474.0,43.09,2011-05-24,2015-01-20
CS8781,13,592.0,45.54,2011-06-02,2015-01-17
CS7582,15,616.0,41.07,2011-05-23,2015-02-26
CS7580,26,1145.0,44.04,2011-07-12,2014-09-07
CS8226,12,659.0,54.92,2011-12-01,2015-03-09
CS8164,11,569.0,51.73,2011-06-18,2014-06-24
CS8217,10,528.0,52.8,2011-07-19,2015-01-07
CS7568,16,684.0,42.75,2011-05-31,2015-02-11
CS7533,19,813.0,42.79,2011-09-12,2015-02-01
CS8185,10,469.0,46.9,2011-08-25,2014-10-03
CS7259,13,692.0,53.23,2011-09-20,2014-09-25
CS8986,16,610.0,38.13,2011-06-13,2014-12-26
CS8845,21,983.0,46.81,2011-11-27,2015-01-02
CS7508,18,809.0,44.94,2011-10-15,2014-08-20
CS8767,15,659.0,43.93,2011-07-27,2015-03-15
CS7710,16,718.0,44.88,2011-10-26,2014-01-26
CS8490,15,590.0,39.33,2011-06-25,2015-01-30
CS7696,12,593.0,49.42,2011-11-30,2014-10-07
CS8942,13,472.0,36.31,2011-08-15,2014-03-29
CS7397,19,880.0,46.32,2011-06-30,2014-10-01
CS7903,18,899.0,49.94,2011-05-19,2015-03-10
CS8333,16,636.0,39.75,2011-07-13,2015-02-22
CS7420,18,825.0,45.83,2011-06-15,2014-12-25
CS8463,10,437.0,43.7,2011-07-03,2015-03-03
CS8887,16,758.0,47.38,2011-06-09,2015-02-10
CS7492,18,821.0,45.61,2011-08-10,2015-02-07
CS8313,16,571.0,35.69,2011-06-13,2015-03-06
CS7746,17,872.0,51.29,2011-06-20,2014-06-10
CS8569,16,673.0,42.06,2011-06-26,2015-03-06
CS7993,11,425.0,38.64,2011-07-12,2014-07-15
CS8218,13,595.0,45.77,2011-07-09,2014-11-23
CS7653,15,682.0,45.47,2011-05-28,2014-09-12
CS8533,15,711.0,47.4,2011-09-13,2015-03-06
CS8896,13,556.0,42.77,2012-02-19,2014-11-29
CS7343,14,713.0,50.93,2011-11-01,2015-01-08
CS8072,11,643.0,58.45,2011-11-12,2015-03-09
CS7680,12,412.0,34.33,2011-12-27,2015-01-27
CS7165,7,341.0,48.71,2011-12-08,2013-12-01
CS7639,16,741.0,46.31,2012-02-22,2015-02-02
CS8332,9,439.0,48.78,2011-08-04,2014-01-29
CS7673,17,815.0,47.94,2011-06-12,2014-12-07
CS8603,12,485.0,40.42,2011-11-21,2015-02-08
CS7800,11,491.0,44.64,2012-02-06,2014-09-21
CS8373,16,742.0,46.38,2011-06-22,2014-10-13
CS7241,18,785.0,43.61,2011-05-30,2015-02-16
CS8567,12,569.0,47.42,2011-07-15,2015-03-15
CS8026,17,600.0,35.29,2011-06-20,2015-02-19
CS8837,13,474.0,36.46,2011-08-17,2015-02-24
CS7997,14,669.0,47.79,2011-07-02,2014-11-01
CS8253,9,359.0,39.89,2011-11-10,2014-11-11
CS8693,16,664.0,41.5,2011-08-25,2015-01-29
CS7133,14,609.0,43.5,2011-06-01,2015-02-21
CS7445,19,805.0,42.37,2011-05-16,2014-12-13
CS7927,12,548.0,45.67,2011-05-19,2014-11-25
CS8416,13,577.0,44.38,2011-08-11,2015-03-11
CS7433,9,358.0,39.78,2011-10-18,2014-12-22
CS7184,21,994.0,47.33,2011-06-21,2015-03-16
CS8765,13,644.0,49.54,2011-08-29,2015-03-04
CS8580,13,627.0,48.23,2011-12-25,2015-02-15
CS8771,19,887.0,46.68,2011-07-02,2014-09-16
CS7415,16,633.0,39.56,2011-07-02,2015-01-01
CS8294,18,842.0,46.78,2011-06-14,2015-03-04
CS7405,19,804.0,42.32,2011-08-03,2015-02-25
CS8886,12,510.0,42.5,2011-08-15,2014-12-02
CS8770,16,812.0,50.75,2011-10-02,2015-02-05
CS7140,16,715.0,44.69,2011-06-06,2015-02-16
CS8786,22,1061.0,48.23,2011-07-06,2015-02-20
CS7624,21,802.0,38.19,2011-06-27,2015-02-05
CS8011,10,449.0,44.9,2011-05-29,2013-06-06
CS7206,15,685.0,45.67,2011-11-16,2014-09-08
CS7456,11,477.0,43.36,2012-02-10,2014-02-21
CS8223,17,787.0,46.29,2011-06-10,2015-03-13
CS7848,11,431.0,39.18,2011-06-24,2014-10-10
CS8899,19,841.0,44.26,2011-06-24,2015-03-02
CS7337,20,753.0,37.65,2011-07-25,2015-02-08
CS8442,23,1037.0,45.09,2011-11-21,2015-02-12
CS8345,17,839.0,49.35,2011-05-23,2015-03-08
CS8246,14,525.0,37.5,2011-08-10,2015-03-09
CS8928,13,635.0,48.85,2011-12-13,2014-10-27
CS8298,12,384.0,32.0,2011-08-11,2015-02-04
CS8104,19,915.0,48.16,2011-06-17,2015-02-05
CS7128,17,677.0,39.82,2011-05-24,2014-08-18
CS7883,9,406.0,45.11,2011-06-29,2014-10-12
CS7693,10,347.0,34.7,2011-06-29,2014-10-28
CS7501,17,665.0,39.12,2011-12-18,2015-02-09
CS8134,11,446.0,40.55,2011-05-22,2015-01-07
CS8244,13,481.0,37.0,2012-01-20,2015-02-06
CS7590,13,541.0,41.62,2011-06-05,2014-10-13
CS8177,11,350.0,31.82,2011-10-11,2015-01-30
CS8328,18,772.0,42.89,2011-10-25,2015-02-20
CS7545,19,876.0,46.11,2011-07-01,2015-02-22
CS7228,10,505.0,50.5,2011-06-27,2013-10-29
CS7453,11,532.0,48.36,2012-01-17,2014-11-04
CS7416,15,784.0,52.27,2011-07-07,2014-10-14
CS8309,14,734.0,52.43,2011-05-31,2015-01-29
CS8607,7,292.0,41.71,2011-07-15,2015-03-02
CS7882,5,228.0,45.6,2012-11-24,2014-09-23
CS8336,16,692.0,43.25,2011-05-30,2015-02-22
CS8860,12,429.0,35.75,2011-06-22,2014-09-25
CS7512,14,615.0,43.93,2012-01-14,2014-05-22
CS8419,12,539.0,44.92,2011-07-10,2015-01-13
CS8592,13,459.0,35.31,2011-06-22,2015-02-05
CS8252,20,918.0,45.9,2011-06-03,2014-12-13
CS8524,11,510.0,46.36,2011-09-01,2014-10-31
CS8776,20,1007.0,50.35,2011-09-28,2015-02-12
CS7839,11,492.0,44.73,2012-02-09,2014-04-02
CS7981,11,488.0,44.36,2011-05-21,2015-03-04
CS7951,11,488.0,44.36,2011-05-29,2014-07-02
CS8473,13,530.0,40.77,2011-06-27,2014-09-06
CS7633,20,973.0,48.65,2011-07-03,2015-02-26
CS7977,12,469.0,39.08,2011-12-14,2015-02-26
CS7654,15,710.0,47.33,2011-09-05,2014-12-16
CS8087,9,307.0,34.11,2011-10-14,2015-02-23
CS7663,18,881.0,48.94,2011-09-12,2014-11-29
CS7971,9,498.0,55.33,2011-12-14,2015-02-05
CS8411,11,595.0,54.09,2012-04-09,2014-10-13
CS8168,11,456.0,41.45,2011-08-20,2015-01-29
CS7522,10,434.0,43.4,2011-05-24,2014-12-10
CS7425,12,463.0,38.58,2011-07-31,2015-01-04
CS7609,16,805.0,50.31,2011-07-17,2014-10-30
CS8305,13,541.0,41.62,2011-06-10,2015-02-06
CS8263,21,810.0,38.57,2011-05-24,2015-02-05
CS8745,14,687.0,49.07,2011-07-26,2014-10-14
CS8287,11,424.0,38.55,2011-12-15,2015-02-03
CS8528,12,405.0,33.75,2011-11-07,2014-10-21
CS8006,11,466.0,42.36,2011-07-12,2014-11-22
CS7257,8,427.0,53.38,2012-03-11,2015-02-19
CS8148,17,718.0,42.24,2011-07-08,2015-01-01
CS8699,14,558.0,39.86,2011-07-18,2014-10-30
CS8540,14,643.0,45.93,2011-07-21,2014-08-28
CS7791,12,562.0,46.83,2012-03-03,2015-03-16
CS8329,18,742.0,41.22,2011-08-18,2014-07-15
CS7909,14,738.0,52.71,2012-06-27,2015-03-03
CS7332,23,1108.0,48.17,2011-06-16,2014-11-06
CS8962,19,798.0,42.0,2011-10-10,2015-03-16
CS8967,13,575.0,44.23,2011-06-12,2015-03-16
CS8979,15,609.0,40.6,2011-08-11,2015-03-14
CS8927,12,579.0,48.25,2011-06-16,2014-11-09
CS7844,14,603.0,43.07,2011-11-25,2015-02-26
CS7558,18,701.0,38.94,2011-08-19,2014-12-14
CS8209,9,414.0,46.0,2012-08-27,2014-10-29
CS8989,15,815.0,54.33,2011-12-19,2015-03-07
CS8618,13,573.0,44.08,2011-07-11,2014-08-28
CS7948,12,488.0,40.67,2011-05-23,2014-08-05
CS8232,15,774.0,51.6,2011-07-13,2014-09-01
CS8502,19,868.0,45.68,2011-07-07,2014-12-08
CS7862,16,641.0,40.06,2011-07-24,2014-12-29
CS7938,19,670.0,35.26,2011-07-01,2015-02-21
CS7194,14,606.0,43.29,2011-10-14,2014-03-24
CS8787,15,627.0,41.8,2011-08-25,2015-03-06
CS7583,17,848.0,49.88,2011-06-14,2015-02-15
CS8615,18,752.0,41.78,2011-07-10,2014-12-17
CS8119,16,681.0,42.56,2011-05-18,2015-01-09
CS8512,20,968.0,48.4,2011-05-21,2015-01-22
CS8531,18,816.0,45.33,2011-07-22,2014-11-14
CS8913,12,601.0,50.08,2011-06-20,2014-08-14
CS8356,14,688.0,49.14,2012-01-02,2014-08-31
CS8600,16,768.0,48.0,2011-09-19,2015-02-23
CS8311,12,523.0,43.58,2011-09-04,2014-07-30
CS7749,15,716.0,47.73,2011-11-08,2015-02-27
CS7164,19,860.0,45.26,2011-09-22,2015-02-27
CS7255,21,821.0,39.1,2011-10-05,2015-01-08
CS7959,20,860.0,43.0,2011-06-22,2014-11-15
CS7244,17,767.0,45.12,2011-06-26,2014-10-26
CS7316,21,1165.0,55.48,2011-05-17,2015-02-15
CS7562,8,401.0,50.13,2011-08-06,2013-09-16
CS7233,13,656.0,50.46,2012-03-13,2014-11-06
CS7523,10,500.0,50.0,2011-06-21,2014-03-03
CS8652,13,475.0,36.54,2012-02-08,2014-11-28
CS8843,12,565.0,47.08,2011-07-22,2014-09-29
CS8729,16,723.0,45.19,2011-10-15,2014-12-30
CS8685,11,526.0,47.82,2011-11-07,2015-03-08
CS7438,12,628.0,52.33,2011-12-21,2015-02-08
CS8897,12,515.0,42.92,2011-05-16,2015-02-17
CS7527,13,581.0,44.69,2011-06-29,2015-03-03
CS7123,11,463.0,42.09,2011-05-26,2014-06-16
CS7865,24,1069.0,44.54,2011-07-07,2014-12-10
CS7752,18,688.0,38.22,2011-08-07,2015-02-27
CS7634,10,549.0,54.9,2011-06-26,2015-03-02
CS8678,9,393.0,43.67,2011-06-01,2014-11-25
CS8743,11,430.0,39.09,2011-05-31,2014-11-11
CS7900,16,745.0,46.56,2011-10-20,2014-11-19
CS8013,13,591.0,45.46,2011-06-17,2015-01-20
CS8018,10,408.0,40.8,2011-07-05,2015-02-11
CS8998,13,624.0,48.0,2011-06-08,2014-12-22
CS7824,10,412.0,41.2,2011-08-23,2015-03-08
CS8427,11,428.0,38.91,2011-06-16,2015-03-15
CS8551,13,477.0,36.69,2011-06-03,2014-06-18
CS8474,14,687.0,49.07,2012-01-05,2014-08-22
CS8736,15,742.0,49.47,2011-11-01,2015-03-02
CS7267,16,823.0,51.44,2011-06-09,2014-08-06
CS8214,8,316.0,39.5,2011-05-25,2015-01-06
CS7759,16,770.0,48.13,2012-07-16,2014-11-29
CS8275,12,589.0,49.08,2011-08-23,2015-02-14
CS8250,15,676.0,45.07,2011-11-03,2015-03-07
CS7825,18,1016.0,56.44,2011-12-08,2015-03-03
CS8534,14,639.0,45.64,2011-10-04,2014-11-24
CS7463,19,744.0,39.16,2011-06-01,2014-11-08
CS8546,14,558.0,39.86,2012-05-29,2015-02-08
CS7614,16,739.0,46.19,2011-06-25,2015-02-01
CS7357,15,568.0,37.87,2011-06-08,2014-10-14
CS7143,11,365.0,33.18,2011-07-05,2014-08-16
CS8682,24,1196.0,49.83,2011-06-03,2015-03-02
CS7811,13,578.0,44.46,2011-09-16,2015-02-28
CS7145,15,629.0,41.93,2011-06-03,2014-10-25
CS7781,18,726.0,40.33,2011-05-20,2014-09-08
CS8988,14,552.0,39.43,2011-06-10,2014-07-11
CS7402,15,691.0,46.07,2011-06-04,2015-02-14
CS7297,5,251.0,50.2,2011-05-24,2013-03-03
CS7436,9,448.0,49.78,2012-04-22,2015-01-16
CS8406,11,588.0,53.45,2011-09-26,2013-12-05
CS8243,10,392.0,39.2,2011-09-04,2015-02-23
CS8142,14,710.0,50.71,2011-07-12,2015-02-12
CS7335,9,432.0,48.0,2011-11-29,2014-11-15
CS7914,11,526.0,47.82,2011-12-29,2014-12-20
CS8153,13,506.0,38.92,2011-08-16,2014-12-22
CS7378,18,750.0,41.67,2011-09-25,2015-02-19
CS8480,14,682.0,48.71,2011-08-15,2014-12-07
CS8399,15,595.0,39.67,2011-06-20,2014-09-03
CS7170,11,457.0,41.55,2011-06-20,2015-03-13
CS8258,11,425.0,38.64,2011-09-03,2014-10-02
CS7635,18,806.0,44.78,2011-11-23,2014-12-10
CS7954,14,694.0,49.57,2011-09-08,2015-03-11
CS7338,11,494.0,44.91,2011-05-26,2015-02-25
CS7537,15,688.0,45.87,2011-09-09,2015-03-11
CS8363,18,1006.0,55.89,2011-05-16,2015-02-26
CS8127,22,759.0,34.5,2011-05-31,2015-03-05
CS7356,14,539.0,38.5,2011-08-20,2014-12-26
CS8947,14,634.0,45.29,2011-07-16,2014-10-19
CS8470,12,470.0,39.17,2011-09-12,2014-02-07
CS7836,17,927.0,54.53,2011-08-09,2014-06-26
CS8712,12,513.0,42.75,2011-05-30,2015-03-10
CS7238,16,653.0,40.81,2011-07-22,2015-02-07
CS7455,12,530.0,44.17,2011-08-02,2014-04-09
CS7363,20,846.0,42.3,2011-06-05,2014-08-27
CS8526,12,479.0,39.92,2011-05-21,2015-01-26
CS7708,16,626.0,39.13,2011-08-05,2014-10-15
CS7286,12,449.0,37.42,2011-07-29,2015-01-07
CS7881,7,274.0,39.14,2012-06-25,2014-10-09
CS8327,15,598.0,39.87,2011-05-24,2015-01-13
CS7443,16,516.0,32.25,2011-06-18,2015-01-22
CS7783,11,630.0,57.27,2011-06-06,2014-11-22
CS7292,11,382.0,34.73,2011-10-21,2015-02-23
CS8563,12,614.0,51.17,2011-05-31,2015-03-15
CS7788,16,611.0,38.19,2011-05-28,2014-10-08
CS8984,15,693.0,46.2,2011-07-07,2015-01-24
CS7855,11,542.0,49.27,2011-06-04,2014-02-10
CS8274,12,568.0,47.33,2011-05-30,2015-02-22
CS8777,16,815.0,50.94,2011-05-19,2014-06-04
CS8977,13,661.0,50.85,2011-06-06,2015-03-06
CS7162,17,616.0,36.24,2011-05-23,2015-02-25
CS8741,17,910.0,53.53,2011-07-25,2015-03-08
CS7996,19,851.0,44.79,2011-07-25,2014-12-13
CS8814,13,660.0,50.77,2011-09-18,2015-02-21
CS8432,15,636.0,42.4,2011-07-30,2014-11-29
CS8556,17,721.0,42.41,2011-08-31,2015-03-03
CS7139,11,585.0,53.18,2011-06-16,2014-10-10
CS8186,9,316.0,35.11,2012-02-14,2014-11-07
CS8170,11,424.0,38.55,2011-07-16,2015-01-07
CS7192,12,515.0,42.92,2011-06-19,2014-11-11
CS8707,9,488.0,54.22,2011-05-24,2015-01-30
CS8691,11,565.0,51.36,2011-06-13,2014-05-28
CS7367,16,762.0,47.63,2011-07-09,2014-12-24
CS7638,5,275.0,55.0,2012-01-30,2012-11-09
CS7858,18,976.0,54.22,2011-05-22,2014-11-16
CS8179,23,960.0,41.74,2011-05-30,2014-12-25
CS7544,18,734.0,40.78,2012-01-07,2015-01-22
CS8914,21,990.0,47.14,2011-10-19,2014-12-19
CS7581,21,977.0,46.52,2011-08-29,2015-02-07
CS8784,14,589.0,42.07,2011-05-19,2014-09-11
CS8889,12,546.0,45.5,2011-08-26,2014-05-21
CS7986,14,689.0,49.21,2011-07-12,2015-02-15
CS7679,18,853.0,47.39,2011-11-15,2015-03-09
CS8476,14,592.0,42.29,2011-06-08,2014-09-02
CS8866,13,590.0,45.38,2011-07-22,2014-10-15
CS8276,11,502.0,45.64,2011-12-21,2014-10-08
CS8191,18,769.0,42.72,2011-08-22,2015-02-11
CS7964,15,768.0,51.2,2011-07-16,2015-02-11
CS8236,11,508.0,46.18,2011-09-17,2014-10-31
CS7227,19,1001.0,52.68,2011-10-21,2015-02-19
CS7439,11,537.0,48.82,2011-07-27,2014-07-19
CS7166,16,594.0,37.13,2011-05-31,2014-12-08
CS7602,11,513.0,46.64,2011-08-29,2015-02-18
CS8992,9,277.0,30.78,2011-11-09,2014-09-28
CS7513,15,622.0,41.47,2011-08-27,2014-11-30
CS7851,13,708.0,54.46,2011-06-07,2015-02-14
CS8602,16,800.0,50.0,2011-05-29,2014-11-15
CS7161,16,687.0,42.94,2011-06-30,2015-03-12
CS8414,15,629.0,41.93,2011-05-18,2014-11-16
CS8885,16,754.0,47.13,2011-08-05,2014-10-25
CS8360,9,436.0,48.44,2011-07-10,2015-02-06
CS7549,10,416.0,41.6,2012-01-24,2015-02-19
CS7712,12,453.0,37.75,2011-05-17,2014-11-07
CS8912,11,408.0,37.09,2012-01-02,2014-12-21
CS7273,13,760.0,58.46,2011-11-16,2015-02-17
CS7740,19,800.0,42.11,2011-05-17,2015-02-05
CS7736,11,535.0,48.64,2011-08-27,2014-11-06
CS7348,13,676.0,52.0,2011-09-26,2015-01-03
CS7723,10,505.0,50.5,2012-06-12,2015-02-09
CS8286,8,363.0,45.38,2011-06-10,2014-02-26
CS7421,17,736.0,43.29,2011-05-25,2015-01-16
CS8824,10,486.0,48.6,2011-05-20,2014-12-09
CS8831,10,376.0,37.6,2012-01-19,2015-01-29
CS8747,15,662.0,44.13,2011-06-01,2014-12-12
CS7236,16,538.0,33.63,2011-05-20,2015-02-02
CS8906,21,958.0,45.62,2011-05-29,2015-01-15
CS8496,15,661.0,44.07,2011-05-20,2014-01-06
CS7874,12,534.0,44.5,2012-04-01,2015-03-02
CS8205,19,877.0,46.16,2011-10-30,2015-01-16
CS8415,13,561.0,43.15,2011-07-11,2014-12-22
CS7766,16,746.0,46.63,2011-05-23,2014-11-16
CS7280,14,628.0,44.86,2011-05-18,2014-10-23
CS7772,11,501.0,45.55,2011-10-18,2015-01-22
CS8909,11,551.0,50.09,2011-10-01,2015-02-12
CS8738,16,854.0,53.38,2011-08-03,2014-11-23
CS7717,8,489.0,61.13,2011-12-29,2015-01-26
CS8513,14,804.0,57.43,2011-10-10,2014-07-31
CS7879,14,643.0,45.93,2011-09-19,2015-01-23
CS8888,14,640.0,45.71,2011-08-12,2014-04-26
CS8189,10,406.0,40.6,2011-07-30,2014-12-26
CS8754,10,360.0,36.0,2012-09-24,2015-01-06
CS7742,14,660.0,47.14,2011-11-02,2015-01-05
CS7560,11,459.0,41.73,2011-08-11,2014-10-05
CS8746,12,623.0,51.92,2011-05-23,2015-03-12
CS8459,21,863.0,41.1,2011-09-21,2014-11-26
CS7250,18,721.0,40.06,2011-05-17,2014-12-25
CS8430,21,1024.0,48.76,2011-07-08,2015-01-19
CS8404,15,718.0,47.87,2011-06-02,2014-12-14
CS8434,18,836.0,46.44,2011-07-27,2015-02-05
CS8499,13,705.0,54.23,2012-02-29,2014-12-14
CS7444,11,409.0,37.18,2011-07-01,2015-02-09
CS7183,18,846.0,47.0,2011-07-03,2015-03-04
CS8235,13,674.0,51.85,2011-06-05,2015-02-13
CS8772,13,697.0,53.62,2011-07-12,2014-06-05
CS8078,13,617.0,47.46,2011-06-13,2014-11-08
CS8676,14,447.0,31.93,2011-07-03,2014-07-30
CS8898,14,644.0,46.0,2011-05-18,2015-02-10
CS8386,10,330.0,33.0,2012-02-10,2014-11-26
CS8971,11,448.0,40.73,2011-06-01,2014-07-20
CS7185,18,707.0,39.28,2011-07-14,2015-03-05
CS8039,10,540.0,54.0,2011-08-21,2015-02-06
CS8514,14,606.0,43.29,2012-01-14,2014-09-08
CS7283,12,591.0,49.25,2011-07-16,2015-01-08
CS8826,13,624.0,48.0,2011-06-09,2014-10-25
CS8863,15,559.0,37.27,2011-08-07,2014-11-03
CS8665,10,367.0,36.7,2011-06-02,2015-02-21
CS8302,15,671.0,44.73,2011-06-15,2014-12-24
CS8560,14,756.0,54.0,2011-05-23,2014-11-11
CS8661,16,664.0,41.5,2011-07-05,2014-11-16
CS7468,19,729.0,38.37,2011-08-11,2015-03-07
CS7299,15,735.0,49.0,2012-03-19,2014-12-06
CS8622,15,761.0,50.73,2011-05-20,2015-02-12
CS7612,18,840.0,46.67,2011-05-20,2015-02-25
CS7324,19,782.0,41.16,2012-05-05,2014-08-20
CS8389,14,542.0,38.71,2011-06-14,2015-01-26
CS7594,9,409.0,45.44,2011-07-05,2014-12-25
CS7599,7,370.0,52.86,2011-11-16,2015-01-18
CS8146,13,574.0,44.15,2011-06-02,2014-12-30
CS7302,15,649.0,43.27,2011-05-20,2015-02-14
CS7474,17,680.0,40.0,2011-06-15,2014-10-30
CS7652,15,543.0,36.2,2011-12-10,2014-12-02
CS8138,15,609.0,40.6,2011-08-28,2015-01-26
CS7828,11,590.0,53.64,2011-06-13,2014-09-28
CS7564,9,444.0,49.33,2011-08-22,2015-02-26
CS7377,11,409.0,37.18,2011-10-09,2014-02-17
CS8791,13,519.0,39.92,2011-08-30,2015-03-02
CS8038,10,504.0,50.4,2011-08-11,2015-01-26
CS8108,9,378.0,42.0,2012-01-16,2015-02-02
CS8862,13,623.0,47.92,2011-07-31,2014-10-31
CS8163,8,430.0,53.75,2012-01-05,2014-09-04
CS7829,12,565.0,47.08,2011-08-13,2014-11-30
CS7912,17,702.0,41.29,2011-07-29,2014-11-11
CS7817,14,711.0,50.79,2011-06-18,2014-12-28
CS8668,16,693.0,43.31,2011-09-20,2014-12-28
CS8536,15,716.0,47.73,2011-06-22,2015-02-20
CS7260,19,822.0,43.26,2011-06-29,2014-07-29
CS8949,15,760.0,50.67,2011-07-06,2014-10-07
CS7982,24,1121.0,46.71,2011-08-04,2015-02-20
CS7178,21,684.0,32.57,2011-08-08,2015-02-13
CS7424,15,465.0,31.0,2011-10-27,2015-03-06
CS7261,16,700.0,43.75,2011-06-14,2014-12-19
CS7122,12,669.0,55.75,2011-07-19,2015-02-02
CS8308,14,548.0,39.14,2011-05-22,2014-12-30
CS7231,16,796.0,49.75,2011-06-26,2014-10-13
CS7561,10,500.0,50.0,2011-09-29,2014-10-20
CS7179,16,913.0,57.06,2012-04-09,2014-09-07
CS7795,11,393.0,35.73,2011-08-07,2014-09-02
CS8954,11,445.0,40.45,2011-07-30,2015-01-27
CS8378,19,916.0,48.21,2011-06-19,2014-12-29
CS8725,6,267.0,44.5,2011-05-16,2014-10-01
CS8953,13,587.0,45.15,2011-08-07,2014-12-16
CS7541,20,900.0,45.0,2011-11-28,2014-10-26
CS7719,13,657.0,50.54,2011-08-25,2014-04-03
CS8065,11,482.0,43.82,2012-02-13,2015-03-07
CS7351,13,648.0,49.85,2011-09-10,2014-09-17
CS8429,17,748.0,44.0,2011-07-13,2014-10-31
CS7598,14,693.0,49.5,2011-06-03,2014-10-21
CS8732,11,554.0,50.36,2011-06-02,2015-02-09
CS8269,13,515.0,39.62,2011-06-28,2015-03-10
CS8154,12,386.0,32.17,2011-06-14,2014-09-08
CS8571,11,597.0,54.27,2011-08-03,2015-02-04
CS8220,19,918.0,48.32,2011-08-24,2015-02-13
CS8085,21,880.0,41.9,2011-05-31,2014-09-24
CS8156,10,418.0,41.8,2011-06-06,2014-07-03
CS7838,15,580.0,38.67,2011-06-01,2015-03-06
CS8798,13,590.0,45.38,2011-05-22,2014-12-29
CS8961,20,868.0,43.4,2011-06-21,2014-06-15
CS7644,12,471.0,39.25,2011-07-06,2014-07-20
CS8117,18,828.0,46.0,2011-05-17,2015-02-19
CS7943,15,731.0,48.73,2011-09-09,2015-03-10
CS8628,14,653.0,46.64,2011-07-10,2015-02-12
CS7157,12,511.0,42.58,2012-01-03,2015-02-25
CS8895,13,674.0,51.85,2011-08-13,2015-02-26
CS8996,13,582.0,44.77,2011-11-15,2014-12-09
CS7461,15,619.0,41.27,2011-05-19,2015-02-17
CS8095,14,595.0,42.5,2011-09-06,2015-03-03
CS7208,8,409.0,51.13,2011-06-23,2015-02-09
CS7588,17,640.0,37.65,2011-05-17,2015-03-07
CS8494,14,681.0,48.64,2011-07-02,2014-09-15
CS8030,19,860.0,45.26,2011-06-29,2015-02-20
CS8818,14,556.0,39.71,2012-02-19,2015-03-06
CS7506,10,415.0,41.5,2011-07-10,2014-12-30
CS7290,14,704.0,50.29,2012-04-16,2014-12-10
CS8758,9,382.0,42.44,2012-06-01,2015-02-19
CS8851,12,636.0,53.0,2011-07-24,2014-09-16
CS7364,21,912.0,43.43,2011-06-14,2015-01-09
CS8483,10,492.0,49.2,2011-12-08,2014-11-30
CS7878,16,717.0,44.81,2011-07-22,2014-11-12
CS7567,12,492.0,41.0,2011-05-22,2015-02-23
CS8846,16,682.0,42.63,2011-09-08,2015-03-09
CS7176,12,342.0,28.5,2011-11-06,2015-01-11
CS7704,13,509.0,39.15,2011-10-01,2014-10-15
CS7216,21,901.0,42.9,2011-05-28,2014-10-28
CS8568,15,753.0,50.2,2011-05-20,2015-02-17
CS8057,12,602.0,50.17,2012-02-02,2015-02-23
CS7202,11,449.0,40.82,2011-11-25,2015-01-21
CS8599,17,649.0,38.18,2011-08-12,2015-01-04
CS8822,11,442.0,40.18,2011-11-01,2015-01-29
CS7585,12,578.0,48.17,2011-08-05,2014-12-13
CS8934,10,493.0,49.3,2012-04-19,2015-02-27
CS7429,6,223.0,37.17,2011-06-27,2014-11-04
CS7991,16,644.0,40.25,2011-06-01,2015-03-15
CS8521,13,550.0,42.31,2012-10-28,2015-01-31
CS8930,15,606.0,40.4,2011-12-21,2014-10-26
CS7974,15,641.0,42.73,2011-09-13,2014-09-19
CS8705,13,692.0,53.23,2011-10-21,2014-10-05
CS7861,14,613.0,43.79,2012-02-11,2014-10-10
CS7797,14,731.0,52.21,2011-06-16,2014-06-22
CS8194,20,917.0,45.85,2011-08-26,2015-01-18
CS7853,12,559.0,46.58,2011-12-21,2015-01-11
CS8522,11,524.0,47.64,2011-05-16,2014-07-06
CS8944,10,396.0,39.6,2011-08-19,2014-08-04
